Failed to create secure directory (/run/user/1766203/pulse): No such file or directory
Failed to create secure directory (/run/user/1766203/pulse): No such file or directory
ALSA lib pulse.c:243:(pulse_connect) PulseAudio: Unable to connect: Connection refused

pygame 2.0.1 (SDL 2.0.14, Python 3.7.10)
Game 310 Score 1 Record: 2
Game 311 Score 1 Record: 2
Game 312 Score 0 Record: 2
Game 313 Score 0 Record: 2
Game 314 Score 1 Record: 2
Game 315 Score 0 Record: 2
Game 316 Score 0 Record: 2
Game 317 Score 0 Record: 2
Game 318 Score 0 Record: 2
Game 319 Score 0 Record: 2
Game 320 Score 1 Record: 2
Game 321 Score 0 Record: 2
Game 322 Score 0 Record: 2
Game 323 Score 0 Record: 2
Game 324 Score 0 Record: 2
Game 325 Score 1 Record: 2
Game 326 Score 0 Record: 2
Game 327 Score 0 Record: 2
Game 328 Score 1 Record: 2
Game 329 Score 0 Record: 2
Game 330 Score 1 Record: 2
Game 331 Score 0 Record: 2
Game 332 Score 0 Record: 2
Game 333 Score 0 Record: 2
Game 334 Score 1 Record: 2
Game 335 Score 0 Record: 2
Game 336 Score 1 Record: 2
Game 337 Score 0 Record: 2
Game 338 Score 0 Record: 2
Game 339 Score 0 Record: 2
Game 340 Score 0 Record: 2
Game 341 Score 0 Record: 2
Game 342 Score 2 Record: 2
Game 343 Score 1 Record: 2
Game 344 Score 0 Record: 2
Game 345 Score 0 Record: 2
Game 346 Score 0 Record: 2
Game 347 Score 0 Record: 2
Game 348 Score 1 Record: 2
Game 349 Score 0 Record: 2
Game 350 Score 0 Record: 2
Game 351 Score 2 Record: 2
Game 352 Score 0 Record: 2
Game 353 Score 0 Record: 2
Game 354 Score 0 Record: 2
Game 355 Score 1 Record: 2
Game 356 Score 0 Record: 2
Game 357 Score 0 Record: 2
Game 358 Score 0 Record: 2
Game 359 Score 0 Record: 2
Game 360 Score 1 Record: 2
Game 361 Score 0 Record: 2
Game 362 Score 0 Record: 2
Game 363 Score 0 Record: 2
Game 364 Score 1 Record: 2
Game 365 Score 0 Record: 2
Game 366 Score 0 Record: 2
Game 367 Score 0 Record: 2
Game 368 Score 0 Record: 2
Game 369 Score 0 Record: 2
Game 370 Score 1 Record: 2
Game 371 Score 0 Record: 2
Game 372 Score 1 Record: 2
Game 373 Score 0 Record: 2
Game 374 Score 0 Record: 2
Game 375 Score 0 Record: 2
Game 376 Score 1 Record: 2
Game 377 Score 0 Record: 2
Game 378 Score 0 Record: 2
Game 379 Score 0 Record: 2
Game 380 Score 0 Record: 2
Game 381 Score 0 Record: 2
Game 382 Score 1 Record: 2
Game 383 Score 1 Record: 2
Game 384 Score 0 Record: 2
Game 385 Score 1 Record: 2
Game 386 Score 0 Record: 2
Game 387 Score 0 Record: 2
Game 388 Score 1 Record: 2
Game 389 Score 2 Record: 2
Game 390 Score 0 Record: 2
Game 391 Score 1 Record: 2
Game 392 Score 0 Record: 2
Game 393 Score 0 Record: 2
Game 394 Score 1 Record: 2
Game 395 Score 0 Record: 2
Game 396 Score 0 Record: 2
Game 397 Score 1 Record: 2
Game 398 Score 0 Record: 2
Game 399 Score 0 Record: 2
Game 400 Score 1 Record: 2
Game 401 Score 0 Record: 2
Game 402 Score 0 Record: 2
Game 403 Score 0 Record: 2
Game 404 Score 0 Record: 2
Game 405 Score 0 Record: 2
Game 406 Score 0 Record: 2
Game 407 Score 0 Record: 2
Game 408 Score 0 Record: 2
Game 409 Score 0 Record: 2
Game 410 Score 0 Record: 2
Game 411 Score 0 Record: 2
Game 412 Score 1 Record: 2
Game 413 Score 1 Record: 2
Game 414 Score 0 Record: 2
Game 415 Score 0 Record: 2
Game 416 Score 0 Record: 2
Game 417 Score 0 Record: 2
Game 418 Score 0 Record: 2
Game 419 Score 0 Record: 2
Game 420 Score 0 Record: 2
Game 421 Score 0 Record: 2
Game 422 Score 0 Record: 2
Game 423 Score 0 Record: 2
Game 424 Score 0 Record: 2
Game 425 Score 0 Record: 2
Game 426 Score 0 Record: 2
Game 427 Score 0 Record: 2
Game 428 Score 0 Record: 2
Game 429 Score 0 Record: 2
Game 430 Score 0 Record: 2
Game 431 Score 0 Record: 2
Game 432 Score 0 Record: 2
Game 433 Score 0 Record: 2
Game 434 Score 0 Record: 2
Game 435 Score 0 Record: 2
Game 436 Score 0 Record: 2
Game 437 Score 0 Record: 2
Game 438 Score 1 Record: 2
Game 439 Score 1 Record: 2
Game 440 Score 0 Record: 2
Game 441 Score 0 Record: 2
Game 442 Score 0 Record: 2
Game 443 Score 1 Record: 2
Game 444 Score 1 Record: 2
Game 445 Score 0 Record: 2
Game 446 Score 0 Record: 2
Game 447 Score 0 Record: 2
Game 448 Score 0 Record: 2
Game 449 Score 0 Record: 2
Game 450 Score 0 Record: 2
Game 451 Score 0 Record: 2
Game 452 Score 0 Record: 2
Game 453 Score 0 Record: 2
Game 454 Score 1 Record: 2
Game 455 Score 0 Record: 2
Game 456 Score 0 Record: 2
Game 457 Score 0 Record: 2
Game 458 Score 1 Record: 2
Game 459 Score 0 Record: 2
Game 460 Score 0 Record: 2
Game 461 Score 0 Record: 2
Game 462 Score 0 Record: 2
Game 463 Score 0 Record: 2
Game 464 Score 1 Record: 2
Game 465 Score 1 Record: 2
Game 466 Score 1 Record: 2
Game 467 Score 0 Record: 2
Game 468 Score 0 Record: 2
Game 469 Score 0 Record: 2
Game 470 Score 1 Record: 2
Game 471 Score 0 Record: 2
Game 472 Score 1 Record: 2
Game 473 Score 2 Record: 2
Game 474 Score 0 Record: 2
Game 475 Score 0 Record: 2
Game 476 Score 1 Record: 2
Game 477 Score 0 Record: 2
Game 478 Score 0 Record: 2
Game 479 Score 0 Record: 2
Game 480 Score 0 Record: 2
Game 481 Score 0 Record: 2
Game 482 Score 0 Record: 2
Game 483 Score 1 Record: 2
Game 484 Score 0 Record: 2
Game 485 Score 0 Record: 2
Game 486 Score 0 Record: 2
Game 487 Score 0 Record: 2
Game 488 Score 0 Record: 2
Game 489 Score 0 Record: 2
Game 490 Score 0 Record: 2
Game 491 Score 2 Record: 2
Game 492 Score 0 Record: 2
Game 493 Score 0 Record: 2
Game 494 Score 0 Record: 2
Game 495 Score 1 Record: 2
Game 496 Score 0 Record: 2
Game 497 Score 0 Record: 2
Game 498 Score 1 Record: 2
Game 499 Score 0 Record: 2
Game 500 Score 0 Record: 2
Game 501 Score 0 Record: 2
Game 502 Score 0 Record: 2
Game 503 Score 1 Record: 2
Game 504 Score 0 Record: 2
Game 505 Score 0 Record: 2
Game 506 Score 1 Record: 2
Game 507 Score 2 Record: 2
Game 508 Score 0 Record: 2
Game 509 Score 1 Record: 2
Game 510 Score 1 Record: 2
Game 511 Score 0 Record: 2
Game 512 Score 2 Record: 2
Game 513 Score 0 Record: 2
Game 514 Score 1 Record: 2
Game 515 Score 0 Record: 2
Game 516 Score 1 Record: 2
Game 517 Score 1 Record: 2
Game 518 Score 0 Record: 2
Game 519 Score 0 Record: 2
Game 520 Score 0 Record: 2
Game 521 Score 0 Record: 2
Game 522 Score 1 Record: 2
Game 523 Score 0 Record: 2
Game 524 Score 1 Record: 2
Game 525 Score 1 Record: 2
Game 526 Score 0 Record: 2
Game 527 Score 1 Record: 2
Game 528 Score 1 Record: 2
Game 529 Score 0 Record: 2
Game 530 Score 0 Record: 2
Game 531 Score 0 Record: 2
Game 532 Score 0 Record: 2
Game 533 Score 0 Record: 2
Game 534 Score 1 Record: 2
Game 535 Score 0 Record: 2
Game 536 Score 0 Record: 2
Game 537 Score 0 Record: 2
Game 538 Score 0 Record: 2
Game 539 Score 0 Record: 2
Game 540 Score 1 Record: 2
Game 541 Score 1 Record: 2
Game 542 Score 0 Record: 2
Game 543 Score 0 Record: 2
Game 544 Score 0 Record: 2
Game 545 Score 0 Record: 2
Game 546 Score 0 Record: 2
Game 547 Score 1 Record: 2
Game 548 Score 1 Record: 2
Game 549 Score 1 Record: 2
Game 550 Score 1 Record: 2
Game 551 Score 0 Record: 2
Game 552 Score 1 Record: 2
Game 553 Score 1 Record: 2
Game 554 Score 0 Record: 2
Game 555 Score 1 Record: 2
Game 556 Score 1 Record: 2
Game 557 Score 1 Record: 2
Game 558 Score 1 Record: 2
Game 559 Score 0 Record: 2
Game 560 Score 1 Record: 2
Game 561 Score 1 Record: 2
Game 562 Score 0 Record: 2
Game 563 Score 1 Record: 2
Game 564 Score 0 Record: 2
Game 565 Score 0 Record: 2
Game 566 Score 0 Record: 2
Game 567 Score 0 Record: 2
Game 568 Score 0 Record: 2
Game 569 Score 0 Record: 2
Game 570 Score 0 Record: 2
Game 571 Score 0 Record: 2
Game 572 Score 0 Record: 2
Game 573 Score 1 Record: 2
Game 574 Score 0 Record: 2
Game 575 Score 0 Record: 2
Game 576 Score 0 Record: 2
Game 577 Score 0 Record: 2
Game 578 Score 0 Record: 2
Game 579 Score 0 Record: 2
Game 580 Score 1 Record: 2
Game 581 Score 0 Record: 2
Game 582 Score 2 Record: 2
Game 583 Score 2 Record: 2
Game 584 Score 1 Record: 2
Game 585 Score 0 Record: 2
Game 586 Score 0 Record: 2
Game 587 Score 1 Record: 2
Game 588 Score 0 Record: 2
Game 589 Score 0 Record: 2
Game 590 Score 2 Record: 2
Game 591 Score 1 Record: 2
Game 592 Score 0 Record: 2
Game 593 Score 0 Record: 2
Game 594 Score 0 Record: 2
Game 595 Score 0 Record: 2
Game 596 Score 1 Record: 2
Game 597 Score 1 Record: 2
Game 598 Score 0 Record: 2
Game 599 Score 0 Record: 2
Game 600 Score 1 Record: 2
Game 601 Score 0 Record: 2
Game 602 Score 0 Record: 2
Game 603 Score 1 Record: 2
Game 604 Score 1 Record: 2
Game 605 Score 0 Record: 2
Game 606 Score 0 Record: 2
Game 607 Score 1 Record: 2
Game 608 Score 0 Record: 2
Game 609 Score 1 Record: 2
Game 610 Score 1 Record: 2
Game 611 Score 1 Record: 2
Game 612 Score 0 Record: 2
Game 613 Score 0 Record: 2
Game 614 Score 1 Record: 2
Game 615 Score 1 Record: 2
Game 616 Score 1 Record: 2
Game 617 Score 0 Record: 2
Game 618 Score 0 Record: 2
Game 619 Score 2 Record: 2
Game 620 Score 1 Record: 2
Game 621 Score 0 Record: 2
Game 622 Score 0 Record: 2
Game 623 Score 3 Record: 3
Game 624 Score 1 Record: 3
Game 625 Score 0 Record: 3
Game 626 Score 1 Record: 3
Game 627 Score 0 Record: 3
Game 628 Score 0 Record: 3
Game 629 Score 0 Record: 3
Game 630 Score 0 Record: 3
Game 631 Score 1 Record: 3
Game 632 Score 0 Record: 3
Game 633 Score 0 Record: 3
Game 634 Score 1 Record: 3
Game 635 Score 0 Record: 3
Game 636 Score 0 Record: 3
Game 637 Score 1 Record: 3
Game 638 Score 1 Record: 3
Game 639 Score 0 Record: 3
Game 640 Score 2 Record: 3
Game 641 Score 0 Record: 3
Game 642 Score 1 Record: 3
Game 643 Score 4 Record: 4
Game 644 Score 0 Record: 4
Game 645 Score 2 Record: 4
Game 646 Score 1 Record: 4
Game 647 Score 0 Record: 4
Game 648 Score 1 Record: 4
Game 649 Score 0 Record: 4
Game 650 Score 0 Record: 4
Game 651 Score 0 Record: 4
Game 652 Score 1 Record: 4
Game 653 Score 1 Record: 4
Game 654 Score 0 Record: 4
Game 655 Score 1 Record: 4
Game 656 Score 0 Record: 4
Game 657 Score 0 Record: 4
Game 658 Score 1 Record: 4
Game 659 Score 1 Record: 4
Game 660 Score 3 Record: 4
Game 661 Score 1 Record: 4
Game 662 Score 1 Record: 4
Game 663 Score 0 Record: 4
Game 664 Score 1 Record: 4
Game 665 Score 0 Record: 4
Game 666 Score 1 Record: 4
Game 667 Score 0 Record: 4
Game 668 Score 0 Record: 4
Game 669 Score 1 Record: 4
Game 670 Score 0 Record: 4
Game 671 Score 2 Record: 4
Game 672 Score 1 Record: 4
Game 673 Score 0 Record: 4
Game 674 Score 0 Record: 4
Game 675 Score 1 Record: 4
Game 676 Score 2 Record: 4
Game 677 Score 0 Record: 4
Game 678 Score 0 Record: 4
Game 679 Score 3 Record: 4
Game 680 Score 0 Record: 4
Game 681 Score 0 Record: 4
Game 682 Score 0 Record: 4
Game 683 Score 0 Record: 4
Game 684 Score 2 Record: 4
Game 685 Score 0 Record: 4
Game 686 Score 0 Record: 4
Game 687 Score 3 Record: 4
Game 688 Score 1 Record: 4
Game 689 Score 0 Record: 4
Game 690 Score 1 Record: 4
Game 691 Score 0 Record: 4
Game 692 Score 0 Record: 4
Game 693 Score 0 Record: 4
Game 694 Score 0 Record: 4
Game 695 Score 1 Record: 4
Game 696 Score 1 Record: 4
Game 697 Score 0 Record: 4
Game 698 Score 0 Record: 4
Game 699 Score 0 Record: 4
Game 700 Score 0 Record: 4
Game 701 Score 0 Record: 4
Game 702 Score 1 Record: 4
Game 703 Score 0 Record: 4
Game 704 Score 0 Record: 4
Game 705 Score 1 Record: 4
Game 706 Score 1 Record: 4
Game 707 Score 0 Record: 4
Game 708 Score 0 Record: 4
Game 709 Score 0 Record: 4
Game 710 Score 1 Record: 4
Game 711 Score 0 Record: 4
Game 712 Score 2 Record: 4
Game 713 Score 1 Record: 4
Game 714 Score 1 Record: 4
Game 715 Score 0 Record: 4
Game 716 Score 1 Record: 4
Game 717 Score 1 Record: 4
Game 718 Score 0 Record: 4
Game 719 Score 1 Record: 4
Game 720 Score 1 Record: 4
Game 721 Score 2 Record: 4
Game 722 Score 1 Record: 4
Game 723 Score 0 Record: 4
Game 724 Score 0 Record: 4
Game 725 Score 0 Record: 4
Game 726 Score 1 Record: 4
Game 727 Score 0 Record: 4
Game 728 Score 1 Record: 4
Game 729 Score 1 Record: 4
Game 730 Score 0 Record: 4
Game 731 Score 0 Record: 4
Game 732 Score 1 Record: 4
Game 733 Score 2 Record: 4
Game 734 Score 1 Record: 4
Game 735 Score 0 Record: 4
Game 736 Score 1 Record: 4
Game 737 Score 0 Record: 4
Game 738 Score 0 Record: 4
Game 739 Score 1 Record: 4
Game 740 Score 0 Record: 4
Game 741 Score 0 Record: 4
Game 742 Score 1 Record: 4
Game 743 Score 1 Record: 4
Game 744 Score 0 Record: 4
Game 745 Score 1 Record: 4
Game 746 Score 0 Record: 4
Game 747 Score 0 Record: 4
Game 748 Score 1 Record: 4
Game 749 Score 0 Record: 4
Game 750 Score 0 Record: 4
Game 751 Score 1 Record: 4
Game 752 Score 1 Record: 4
Game 753 Score 0 Record: 4
Game 754 Score 1 Record: 4
Game 755 Score 1 Record: 4
Game 756 Score 1 Record: 4
Game 757 Score 1 Record: 4
Game 758 Score 0 Record: 4
Game 759 Score 0 Record: 4
Game 760 Score 1 Record: 4
Game 761 Score 0 Record: 4
Game 762 Score 1 Record: 4
Game 763 Score 1 Record: 4
Game 764 Score 0 Record: 4
Game 765 Score 1 Record: 4
Game 766 Score 1 Record: 4
Game 767 Score 0 Record: 4
Game 768 Score 1 Record: 4
Game 769 Score 0 Record: 4
Game 770 Score 1 Record: 4
Game 771 Score 0 Record: 4
Game 772 Score 1 Record: 4
Game 773 Score 1 Record: 4
Game 774 Score 0 Record: 4
Game 775 Score 0 Record: 4
Game 776 Score 1 Record: 4
Game 777 Score 0 Record: 4
Game 778 Score 0 Record: 4
Game 779 Score 0 Record: 4
Game 780 Score 0 Record: 4
Game 781 Score 0 Record: 4
Game 782 Score 0 Record: 4
Game 783 Score 0 Record: 4
Game 784 Score 1 Record: 4
Game 785 Score 1 Record: 4
Game 786 Score 0 Record: 4
Game 787 Score 0 Record: 4
Game 788 Score 3 Record: 4
Game 789 Score 1 Record: 4
Game 790 Score 2 Record: 4
Game 791 Score 0 Record: 4
Game 792 Score 1 Record: 4
Game 793 Score 1 Record: 4
Game 794 Score 1 Record: 4
Game 795 Score 1 Record: 4
Game 796 Score 1 Record: 4
Game 797 Score 0 Record: 4
Game 798 Score 1 Record: 4
Game 799 Score 0 Record: 4
Game 800 Score 0 Record: 4
Game 801 Score 1 Record: 4
Game 802 Score 2 Record: 4
Game 803 Score 1 Record: 4
Game 804 Score 0 Record: 4
Game 805 Score 0 Record: 4
Game 806 Score 1 Record: 4
Game 807 Score 1 Record: 4
Game 808 Score 1 Record: 4
Game 809 Score 0 Record: 4
Game 810 Score 0 Record: 4
Game 811 Score 0 Record: 4
Game 812 Score 0 Record: 4
Game 813 Score 1 Record: 4
Game 814 Score 0 Record: 4
Game 815 Score 0 Record: 4
Game 816 Score 1 Record: 4
Game 817 Score 0 Record: 4
Game 818 Score 1 Record: 4
Game 819 Score 1 Record: 4
Game 820 Score 0 Record: 4
Game 821 Score 0 Record: 4
Game 822 Score 0 Record: 4
Game 823 Score 0 Record: 4
Game 824 Score 1 Record: 4
Game 825 Score 0 Record: 4
Game 826 Score 1 Record: 4
Game 827 Score 1 Record: 4
Game 828 Score 0 Record: 4
Game 829 Score 0 Record: 4
Game 830 Score 2 Record: 4
Game 831 Score 1 Record: 4
Game 832 Score 0 Record: 4
Game 833 Score 0 Record: 4
Game 834 Score 2 Record: 4
Game 835 Score 1 Record: 4
Game 836 Score 0 Record: 4
Game 837 Score 3 Record: 4
Game 838 Score 1 Record: 4
Game 839 Score 0 Record: 4
Game 840 Score 2 Record: 4
Game 841 Score 1 Record: 4
Game 842 Score 2 Record: 4
Game 843 Score 0 Record: 4
Game 844 Score 0 Record: 4
Game 845 Score 1 Record: 4
Game 846 Score 0 Record: 4
Game 847 Score 1 Record: 4
Game 848 Score 0 Record: 4
Game 849 Score 0 Record: 4
Game 850 Score 0 Record: 4
Game 851 Score 1 Record: 4
Game 852 Score 1 Record: 4
Game 853 Score 0 Record: 4
Game 854 Score 1 Record: 4
Game 855 Score 2 Record: 4
Game 856 Score 1 Record: 4
